merchant_city,merchant_state,jumlah_transaksi,total_volume
Buena,NJ,7,234.72
Byram,MS,7,162.93
"Cambria Heights",NY,7,282.64
"Cambridge City",IN,7,104.64
Camby,IN,7,79.93
Carlotta,CA,7,147.37
Carlton,OR,7,129.36
Carmine,TX,7,295.46
Caro,MI,7,331.11
Caruthersville,MO,7,993.12
Castle,OK,7,52.36
Catlin,IL,7,96.45
"Cedar Creek",TX,7,870.79
Chadron,NE,7,68.12
Charlotte,MI,7,81.06
Chatham,NY,7,145.37
"Chesapeake Beach",MD,7,222.26
"Chino Valley",AZ,7,1335.32
Clarksville,VA,7,204.59
Claysville,PA,7,30.00
Clements,CA,7,384.01
Cleveland,GA,7,67.13
Clifton,TX,7,196.60
Cohoes,NY,7,168.31
Coleman,TX,7,70.24
Collins,NY,7,513.99
Collinsville,VA,7,578.63
Columbus,NE,7,162.40
Converse,TX,7,487.37
Coppell,TX,7,272.16
Corbett,OR,7,321.98
Corsicana,TX,7,616.25
Coudersport,PA,7,206.15
Cove,AR,7,225.50
Crawford,TX,7,558.27
Crawfordville,GA,7,245.68
Crockett,TX,7,384.68
Crosby,TX,7,336.95
Cruger,MS,7,198.66
"Cut Off",LA,7,109.79
Daggett,CA,7,241.79
Danbury,WI,7,3895.30
Danby,VT,7,152.29
Dania,FL,7,185.14
Danvers,IL,7,114.22
Dassel,MN,7,149.89
Decaturville,TN,7,525.84
Delaware,OH,7,236.42
"Derby Line",VT,7,9.58
Dunellen,NJ,7,98.82
Dunkirk,NY,7,294.80
Duson,LA,7,87.99
Earlville,IL,7,308.55
"East Barre",VT,7,548.00
"East Lyme",CT,7,401.73
Edgerton,KS,7,289.76
Edina,MO,7,56.49
Elba,AL,7,224.03
Elkmont,AL,7,1107.98
Ellensburg,WA,7,170.49
Ellicottville,NY,7,815.68
Elmhurst,IL,7,164.46
Emmaus,PA,7,154.04
Eustace,TX,7,89.70
"Evans City",PA,7,176.76
Ewing,KY,7,77.62
Falmouth,KY,7,117.22
"Fawn Grove",PA,7,157.73
Fawnskin,CA,7,130.95
Fayetteville,NY,7,347.77
Fillmore,UT,7,118.38
"Floral Park",NY,7,176.83
Florence,MT,7,193.09
Flourtown,PA,7,531.47
Foley,AL,7,391.06
Fonda,IA,7,305.15
"Fort Davis",TX,7,170.31
"Fort Lupton",CO,7,169.13
"Fort Mohave",AZ,7,197.90
"Fort Riley",KS,7,143.80
"Fort White",FL,7,2266.15
Fortson,GA,7,366.80
Fossil,OR,7,74.52
Freedom,CA,7,799.95
Galva,IA,7,199.80
Galveston,IN,7,128.08
Gatesville,TX,7,139.94
Geneva,OH,7,87.09
"Glen Alpine",NC,7,159.94
Glenside,PA,7,543.14
Glenwood,IA,7,386.48
Glouster,OH,7,81.43
Gloversville,NY,7,475.25
Godfrey,IL,7,1058.11
Gorham,ME,7,380.42
Graham,TX,7,615.26
Grangeville,ID,7,514.79
"Gravois Mills",MO,7,750.54
Grayling,MI,7,209.42
Graysville,GA,7,26.68
Gresham,WI,7,42.41
Gridley,IL,7,60.82
Groton,NY,7,231.29
Pinnacle,NC,7,127.48
"Pleasant View",TN,7,68.43
"Port Hadlock",WA,7,131.05
"Prince Frederick",MD,7,271.67
Prosperity,PA,7,46.76
Providence,UT,7,35.41
Quinton,AL,7,228.59
Reedsville,WI,7,156.35
Richwoods,MO,7,89.59
Ringling,OK,7,229.63
"River Rouge",MI,7,148.69
Rockdale,TX,7,131.23
Rosamond,CA,7,139.68
Rushville,NY,7,317.74
Safford,AZ,7,539.98
"Saint Clair",MO,7,149.81
"Saint James City",FL,7,300.96
Salem,NH,7,735.47
"San Tan Valley",AZ,7,268.22
"Sandy Springs",SC,7,50.31
Santaquin,UT,7,181.89
"Satellite Beach",FL,7,471.51
Savage,MD,7,259.31
Scottdale,PA,7,15.53
Scotts,MI,7,882.66
Seagoville,TX,7,248.96
Sedalia,MO,7,57.87
Shaw,MS,7,334.35
"Shelburne Falls",MA,7,606.30
Shonto,AZ,7,184.36
"Sicily Island",LA,7,385.12
Skagway,AK,7,62.86
Slaton,TX,7,5289.99
Sloatsburg,NY,7,450.45
Smithfield,UT,7,228.93
Smithtown,NY,7,2343.00
"South Fulton",TN,7,144.72
"South Gardiner",ME,7,181.83
Sparta,GA,7,577.45
Spencer,MA,7,150.81
Spicer,MN,7,229.49
"Spring Valley",OH,7,110.20
Stockton,AL,7,331.66
Sturgis,MI,7,410.10
Sudbury,MA,7,112.43
Suffern,NY,7,244.31
Sumner,MS,7,217.12
Sutton,WV,7,513.87
Talbott,TN,7,97.95
Talladega,AL,7,624.60
Taylor,TX,7,502.37
Tecate,CA,7,182.29
"Terrace Park",OH,7,85.75
Tewksbury,MA,7,305.27
Thompsonville,IL,7,288.49
"Trabuco Canyon",CA,7,393.85
Trenton,OH,7,172.49
Troy,AL,7,81.85
Tularosa,NM,7,80.34
Tuolumne,CA,7,154.61
"Twelve Mile",IN,7,55.88
"Twin Peaks",CA,7,336.52
Vega,TX,7,132.24
"Vernon Center",NY,7,224.92
Verona,WI,7,456.58
Versailles,MO,7,608.34
Wainscott,NY,7,443.81
Wake,VA,7,103.28
"Walnut Grove",MS,7,645.00
Warsaw,VA,7,449.66
Waterloo,IA,7,287.16
Wauseon,OH,7,317.23
"Wayne City",IL,7,64.33
Weems,VA,7,238.86
Wellsville,NY,7,149.52
Welsh,LA,7,760.46
Wentworth,SD,7,86.58
"West Point",KY,7,139.64
Westfield,IN,7,633.52
Westmoreland,NY,7,270.79
Westphalia,KS,7,258.02
Wharton,OH,7,407.16
Whigham,GA,7,213.84
Whitestone,NY,7,368.45
Whitesville,NY,7,33.92
"Whitney Point",NY,7,404.40
Whitwell,TN,7,309.59
Williamstown,NY,7,50.33
Wilmot,NH,7,307.56
Winamac,IN,7,92.83
Windham,NH,7,162.64
Winlock,WA,7,361.10
"Winter Park",CO,7,429.61
Woodville,FL,7,190.39
"Wright City",MO,7,70.30
Wyckoff,NJ,7,562.21
"Yazoo City",MS,7,454.47
York,AL,7,105.87
Zillah,WA,7,110.37
"Half Way",MO,7,49.99
Hallettsville,TX,7,255.83
Hamler,OH,7,385.58
Hampton,NE,7,359.19
Hanceville,AL,7,304.52
Hanson,KY,7,732.85
Harrisburg,OR,7,104.54
Harrisonville,MO,7,132.66
Hatboro,PA,7,6514.76
Haviland,KS,7,530.25
Hawkinsville,GA,7,218.00
Hephzibah,GA,7,396.55
Highwood,IL,7,238.41
"Hill City",SD,7,116.89
Hinckley,OH,7,536.45
Hinsdale,NH,7,439.80
Hoboken,NJ,7,127.91
Holbrook,MA,7,657.78
Holden,LA,7,222.04
Holden,MA,7,1742.04
"Hope Hull",AL,7,589.60
Horseheads,NY,7,238.60
"Horseshoe Bend",AR,7,465.83
Hortonville,WI,7,354.31
Humboldt,TN,7,235.11
Iberia,MO,7,288.61
"Illinois City",IL,7,179.40
Ingleside,IL,7,101.21
Iola,KS,7,278.27
Iron,MN,7,320.32
Islamorada,FL,7,388.79
Italy,TX,7,238.29
Jefferson,PA,7,7.60
"Jefferson City",TN,7,231.38
Joelton,TN,7,490.33
Joseph,OR,7,128.69
Kannapolis,NC,7,303.24
Kansas,OK,7,476.90
Kempton,IN,7,397.79
Keystone,SD,7,143.23
"King George",VA,7,154.44
Kingsland,GA,7,473.88
Kingston,MO,7,496.80
Kingstree,SC,7,253.66
Kirbyville,MO,7,10.14
Knightsen,CA,7,334.82
Kunia,HI,7,95.43
Labadieville,LA,7,206.37
"Lackland A F B",TX,7,95.97
"Ladys Island",SC,7,625.42
"Lafayette Hill",PA,7,694.19
"Lake Hamilton",FL,7,564.88
"Lake Wales",FL,7,374.48
Lakehurst,NJ,7,933.76
Lakeview,AR,7,940.00
Larchwood,IA,7,166.43
Leighton,AL,7,157.19
Lenore,WV,7,99.11
Lewistown,MT,7,176.94
Lexington,TN,7,295.11
"Lime Springs",IA,7,139.61
Limestone,ME,7,68.75
Limon,CO,7,138.03
Lindstrom,MN,7,1384.39
Littleton,NH,7,245.88
Littleton,WV,7,71.97
Livermore,KY,7,50.48
Lobelville,TN,7,291.92
London,OH,7,244.22
"Loup City",NE,7,25.48
"Lower Brule",SD,7,94.46
"Lower Lake",CA,7,159.88
Lula,GA,7,265.21
"Mac Arthur",WV,7,97.47
Madera,PA,7,453.84
Magnolia,AR,7,63.80
Majuro,"Marshall Islands",7,89.95
"Manitou Beach",MI,7,107.75
Mansura,LA,7,397.92
"Maple Falls",WA,7,382.29
Maplesville,AL,7,149.31
Mapleville,RI,7,367.83
Marion,AR,7,468.55
"Mary Esther",FL,7,583.72
Mather,PA,7,201.72
Mayersville,MS,7,95.74
Mayport,PA,7,311.48
Mayville,MI,7,386.30
Maywood,CA,7,744.09
"Mc Kenney",VA,7,356.40
"Mc Rae",AR,7,307.48
Mendon,OH,7,436.71
Menomonie,WI,7,153.18
Mercedes,TX,7,243.26
Meredosia,IL,7,2003.40
"Miami Gardens",FL,7,86.65
Milton,VT,7,76.81
Minden,NV,7,135.09
Moberly,MO,7,86.08
Molena,GA,7,467.61
Monaco,Monaco,7,62.96
Monroe,UT,7,141.09
Montague,NJ,7,451.21
Montgomery,IL,7,199.82
Moriarty,NM,7,154.90
"Mountain View",WY,7,377.79
Mulino,OR,7,71.00
Muncy,PA,7,367.70
Nakina,NC,7,53.48
Napavine,WA,7,215.96
Needles,CA,7,122.42
"New Holland",PA,7,246.20
Newcastle,WY,7,118.97
Newfield,NY,7,122.20
Newton,TX,7,370.92
Nicholasville,KY,7,672.71
Nokomis,FL,7,151.14
Norfolk,MA,7,149.21
Noxon,MT,7,147.83
Ola,AR,7,290.39
Olalla,WA,7,282.93
"Old Forge",PA,7,170.61
Ooltewah,TN,7,285.75
"Owings Mills",MD,7,356.01
Oxford,NJ,7,715.48
Palmyra,IN,7,478.92
Paul,ID,7,175.82
"Paw Paw",MI,7,204.42
Peckville,PA,7,89.03
Peru,IN,7,1406.74
"Pewee Valley",KY,7,431.00
Phelps,NY,7,204.62
Guntown,MS,6,465.17
Hagaman,NY,6,680.00
Hammond,WI,6,212.26
Hardwick,VT,6,607.67
Harriman,NY,6,52.44
Hartford,MI,6,82.43
Haworth,OK,6,111.24
"Hazel Park",MI,6,380.55
Helena,AL,6,143.64
Hemphill,TX,6,3621.78
Hewitt,MN,6,189.79
Hewitt,NJ,6,147.91
Hilliard,OH,6,149.64
Holcomb,MO,6,545.34
Hollandale,MS,6,337.88
Hookstown,PA,6,443.80
Hooper,UT,6,294.62
Huntington,MA,6,166.27
"Huntington Woods",MI,6,1921.42
Hurricane,WV,6,394.95
Hutchins,TX,6,311.88
Hutchinson,MN,6,294.82
Hyden,KY,6,382.25
Ilwaco,WA,6,98.74
Independence,VA,6,139.72
"Jacksons Gap",AL,6,32.75
Jena,LA,6,33.19
Judsonia,AR,6,12.01
"Junction City",GA,6,92.18
Kempton,PA,6,235.39
Kennebunk,ME,6,131.75
"King Salmon",AK,6,180.05
Kingsland,TX,6,160.96
Kingston,AR,6,144.59
Kingston,NH,6,391.04
Kirkwood,PA,6,187.80
Kittanning,PA,6,2177.93
Kittredge,CO,6,201.66
Kulm,ND,6,379.08
"La Moille",IL,6,190.96
Lacombe,LA,6,391.28
Lagrange,OH,6,202.40
Lagunitas,CA,6,63.29
"Lake Hiawatha",NJ,6,2280.87
Lakeview,MI,6,330.43
Lamoure,ND,6,159.88
Lancaster,KY,6,6.09
Laveen,AZ,6,167.27
Lawnside,NJ,6,190.40
Leachville,AR,6,157.40
"Leaf River",IL,6,70.52
Lebanon,NH,6,211.57
Lebanon,OH,6,362.91
Leola,PA,6,582.06
Lepanto,AR,6,79.58
Lexington,OK,6,180.98
Lexington,VA,6,306.89
Lilesville,NC,6,471.02
Linville,VA,6,448.50
Livingston,CA,6,451.63
Livingston,NJ,6,489.51
"Livingston Manor",NY,6,218.29
"Lock Haven",PA,6,2022.67
Locust,NC,6,416.54
Logansport,IN,6,119.39
Lomira,WI,6,194.91
Longton,KS,6,201.57
Lovettsville,VA,6,354.81
Lowellville,OH,6,148.99
Ludlow,MA,6,154.02
Lukachukai,AZ,6,276.90
Luray,VA,6,294.45
Lyndhurst,VA,6,36.78
Lyons,GA,6,274.26
Madison,FL,6,523.19
Manchester,PA,6,594.32
Marcy,NY,6,467.71
Marienville,PA,6,43.46
Marshall,AR,6,303.53
Marshville,NC,6,136.23
"Marstons Mills",MA,6,201.84
Martinsburg,PA,6,332.26
"Mastic Beach",NY,6,66.52
"Mc Calla",AL,6,157.55
"Mc Dowell",KY,6,3678.66
"Mc Gregor",TX,6,298.56
Mead,CO,6,694.10
"Meadow Vista",CA,6,5426.91
Meherrin,VA,6,450.38
Menlo,IA,6,55.09
Meredith,NH,6,232.14
Meriden,KS,6,333.55
Merrifield,MN,6,314.31
Metuchen,NJ,6,317.66
Midway,AR,6,734.64
Mililani,HI,6,54.44
Millington,IL,6,153.14
Millmont,PA,6,84.28
Milner,GA,6,131.94
"Milton Freewater",OR,6,181.59
Monetta,SC,6,102.98
Monrovia,IN,6,34.33
"Mont Belvieu",TX,6,228.69
Monument,CO,6,218.06
Moonachie,NJ,6,125.83
Morgantown,KY,6,65.56
Morris,MN,6,67.93
Moulton,AL,6,66.81
"Mount Holly",NJ,6,313.21
"Mount Olive",NC,6,107.39
"Mountain Dale",NY,6,157.83
"Mountain Grove",MO,6,114.32
Mulberry,KS,6,93.70
Mullins,SC,6,136.83
Mulvane,KS,6,80.85
Murfreesboro,AR,6,121.57
Murphy,NC,6,188.73
Murphysboro,IL,6,212.79
Mustang,OK,6,164.73
Nairobi,Kenya,6,189.14
Narvon,PA,6,114.94
"Natrona Heights",PA,6,234.63
Nelson,VA,6,227.46
Neon,KY,6,507.96
Nesmith,SC,6,350.12
"New Eagle",PA,6,211.85
"New Freeport",PA,6,708.18
"New Ulm",TX,6,347.75
Newhall,CA,6,282.62
Newton,KS,6,202.66
Niles,MI,6,180.19
"North Liberty",IN,6,71.91
"North Olmsted",OH,6,170.28
"North Powder",OR,6,66.94
"North Scituate",RI,6,384.61
Nottingham,PA,6,513.09
Oakdale,NY,6,224.10
Obion,TN,6,141.55
Odebolt,IA,6,95.59
Ontario,OR,6,384.08
Orange,CA,6,366.67
Orlando,KY,6,130.28
Oxford,AR,6,33.04
"Oyster Bay",NY,6,202.17
Pahokee,FL,6,216.10
Painesville,OH,6,144.82
Palestine,IL,6,143.77
Palisade,MN,6,269.46
Palmyra,VA,6,121.93
Parachute,CO,6,4138.51
Parkesburg,PA,6,347.36
Parsonsfield,ME,6,222.09
Patterson,CA,6,152.81
Pearcy,AR,6,186.67
Pearsall,TX,6,59.53
Pendleton,OR,6,114.17
Penfield,NY,6,75.25
Penitas,TX,6,66.80
"Peoria Heights",IL,6,313.34
Perry,OH,6,202.81
Pierz,MN,6,463.51
Aberdeen,NC,6,364.46
Abernathy,TX,6,44.40
Aiea,HI,6,477.14
Ajo,AZ,6,330.52
Akron,IN,6,281.46
Akron,NY,6,370.14
Albany,OH,6,97.19
Albertville,AL,6,339.70
Albion,WA,6,107.96
Alden,IA,6,127.79
Algiers,Algeria,6,42.61
Alpine,UT,6,375.74
Ambridge,PA,6,435.88
Amelia,LA,6,183.77
Aragon,GA,6,179.48
Armuchee,GA,6,306.16
"Ash Grove",MO,6,187.97
Ashland,AL,6,345.96
Aspen,CO,6,126.70
Atlanta,IN,6,293.48
Atwater,MN,6,57.49
Austin,KY,6,548.45
Avoca,IA,6,243.35
"Bainbridge Island",WA,6,180.17
Baker,LA,6,83.29
Baldwin,MD,6,328.74
Ball,LA,6,244.20
Bangor,MI,6,503.23
Bargersville,IN,6,2.66
Basalt,CO,6,61.48
Bath,NY,6,261.70
"Bay Minette",AL,6,126.54
"Beach Lake",PA,6,259.29
Beardstown,IL,6,340.00
Beaver,OR,6,107.99
"Bee Branch",AR,6,227.73
Beechgrove,TN,6,183.86
Belfield,ND,6,378.22
Berger,MO,6,1155.49
Berry,AL,6,1406.45
Bethalto,IL,6,386.09
Bethany,CT,6,252.93
Blakeslee,PA,6,110.24
Bloomingdale,GA,6,107.23
Boothbay,ME,6,141.91
"Bowling Green",OH,6,368.50
Brattleboro,VT,6,194.84
Breckenridge,CO,6,92.38
"Brush Prairie",WA,6,244.27
Burlington,KY,6,226.40
"Byron Center",MI,6,355.80
Cades,SC,6,239.80
Caldwell,WV,6,77.08
Cambria,CA,6,358.66
Cameron,TX,6,382.65
Cameron,WV,6,71.24
Canyon,TX,6,32.38
Capitola,CA,6,305.54
Carlsborg,WA,6,137.43
Carlstadt,NJ,6,105.66
Carlton,MN,6,301.50
Cary,IL,6,274.66
Cassatt,SC,6,302.03
"Cedar Hill",TN,6,106.65
Centerville,IN,6,367.80
"Central City",PA,6,280.49
Centralia,IL,6,677.29
Chapmansboro,TN,6,140.25
Charenton,LA,6,256.72
Cherry,IL,6,331.28
Chester,CA,6,439.56
Chester,VA,6,771.83
Choctaw,OK,6,287.14
Chouteau,OK,6,113.94
Chula,GA,6,128.12
Clayton,AL,6,531.67
Clayton,NY,6,6.60
Cleburne,TX,6,1066.58
Clermont,FL,6,162.89
Cobleskill,NY,6,89.83
Coinjock,NC,6,54.53
Coldwater,MI,6,356.31
Collins,GA,6,238.41
Columbia,IL,6,76.19
Columbia,NJ,6,11.58
Commerce,GA,6,142.76
Copemish,MI,6,26.96
Coquille,OR,6,192.33
"Coral Gables",FL,6,82.26
Cordell,OK,6,250.55
Corriganville,MD,6,168.67
Cortland,OH,6,103.51
Crozet,VA,6,451.08
Dalzell,IL,6,95.51
Damascus,MD,6,231.22
Dayton,TN,6,127.94
"De Leon",TX,6,58.22
"De Mossville",KY,6,430.44
"De Queen",AR,6,314.17
Dewittville,NY,6,7.49
Dillingham,AK,6,91.90
Dillon,SC,6,112.41
Dillwyn,VA,6,405.02
Dinwiddie,VA,6,199.63
Dover,OK,6,96.11
Dustin,OK,6,97.38
Earlysville,VA,6,233.70
"East Ellijay",GA,6,413.66
"East Marion",NY,6,180.52
Eastport,ME,6,297.10
Eden,MD,6,365.47
Edgewater,NJ,6,396.25
Effingham,IL,6,560.92
Effingham,SC,6,467.76
"Elk Horn",KY,6,396.07
Ellsworth,ME,6,388.85
Emerado,ND,6,140.14
Emery,SD,6,164.11
Ephrata,PA,6,150.15
Epping,NH,6,169.00
Ethel,MS,6,355.04
Eunice,LA,6,10.12
"Eureka Springs",AR,6,120.41
Eutaw,AL,6,84.46
Fairfield,ME,6,3301.95
Fairfield,PA,6,107.54
Fairfield,TX,6,205.61
Fessenden,ND,6,148.89
"Fife Lake",MI,6,31.68
Flemingsburg,KY,6,403.64
Flemington,WV,6,405.31
Forsyth,GA,6,58.25
"Fort Benning",GA,6,641.45
"Fort Sill",OK,6,111.02
Fortville,IN,6,93.62
Fowler,CA,6,86.30
Fowler,OH,6,86.55
Fred,TX,6,128.53
Freeport,ME,6,230.49
Frostproof,FL,6,148.97
Fultondale,AL,6,293.89
Gadsden,AL,6,660.64
Galena,MO,6,233.60
Galena,OH,6,80.22
Gambrills,MD,6,92.25
Gilboa,NY,6,248.65
Gloster,MS,6,41.94
Goffstown,NH,6,479.67
Gouldsboro,PA,6,43.55
Greenville,MI,6,198.78
Greenville,MO,6,261.19
Greenwood,MO,6,483.64
"Pine City",MN,6,305.86
Pinson,TN,6,247.78
Piqua,OH,6,378.32
"Plain City",OH,6,566.45
Plains,MT,6,178.62
"Platte City",MO,6,112.62
Platteville,CO,6,445.76
"Pleasant Grove",AL,6,132.67
"Pleasant Prairie",WI,6,81.22
Poplar,WI,6,108.64
Pottsville,PA,6,317.32
Poulsbo,WA,6,315.47
Pound,WI,6,381.20
Powderly,TX,6,55.70
Pride,LA,6,291.00
Princeton,TX,6,261.54
Prospect,OH,6,959.88
Prosper,TX,6,274.81
Putney,VT,6,39.24
"Queens Village",NY,6,215.85
Rainier,WA,6,79.95
Ranger,TX,6,300.99
Raymond,MS,6,100.38
Readfield,ME,6,287.32
Reynoldsville,PA,6,126.05
Richboro,PA,6,347.27
Richfield,PA,6,64.08
Richgrove,CA,6,5728.80
Richland,MO,6,45.17
"Richland Center",WI,6,469.18
Ridge,NY,6,312.79
Ridgeland,MS,6,238.61
Ridgeville,SC,6,65.12
Ringgold,LA,6,84.51
Ringgold,VA,6,145.97
"Roanoke Rapids",NC,6,412.05
Robertsdale,AL,6,73.50
Ronceverte,WV,6,377.19
Roper,NC,6,359.17
Royalton,IL,6,69.64
Rupert,WV,6,118.67
"Sag Harbor",NY,6,204.18
"Saint Elizabeth",MO,6,1863.43
Sallis,MS,6,58.05
Salters,SC,6,288.96
"San Antonio",FL,6,62.04
"San Luis",AZ,6,469.28
Sapulpa,OK,6,198.46
Sardis,MS,6,109.26
Saugatuck,MI,6,44.34
"Scotts Hill",TN,6,137.95
Scranton,KS,6,62.24
"Seeley Lake",MT,6,109.33
Shalimar,FL,6,121.86
Shelburn,IN,6,124.59
"Shelter Island Heights",NY,6,115.24
Shepherd,MT,6,108.73
"Sierra Madre",CA,6,97.32
"Signal Mountain",TN,6,85.41
Siloam,NC,6,356.82
"Silver Springs",NV,6,67.40
Silverthorne,CO,6,506.29
Simmesport,LA,6,378.81
Simpsonville,SC,6,143.71
"Six Lakes",MI,6,158.23
Somers,NY,6,159.22
Somerset,WI,6,353.67
Somerville,OH,6,208.66
"South Easton",MA,6,397.09
"South Yarmouth",MA,6,94.68
Spencer,NY,6,114.60
Springfield,CO,6,64.60
Springfield,WV,6,10.35
Stanfordville,NY,6,76.12
Starke,FL,6,502.14
Sterling,MA,6,314.33
Stockdale,TX,6,250.18
"Storm Lake",IA,6,184.68
Strathmore,CA,6,168.64
"Sturgeon Bay",WI,6,136.13
Subiaco,AR,6,113.55
"Sun City Center",FL,6,332.59
Sunset,LA,6,128.46
Sussex,NJ,6,85.53
Swanzey,NH,6,213.82
Sweeny,TX,6,524.18
Sycamore,GA,6,227.85
"Taylor Ridge",IL,6,142.19
Tecumseh,MI,6,289.19
"Tell City",IN,6,254.00
"Tenants Harbor",ME,6,254.35
"Terra Alta",WV,6,145.83
Terreton,ID,6,109.73
"The Plains",OH,6,164.12
Tipton,MO,6,149.10
Toccoa,GA,6,468.03
Tonica,IL,6,96.13
Torrington,WY,6,352.84
Trinity,TX,6,323.63
Troy,TN,6,585.60
Tujunga,CA,6,59.35
"Tupper Lake",NY,6,259.04
Tuttle,OK,6,261.70
Tyrone,PA,6,400.88
Upton,KY,6,108.85
Urbanna,VA,6,46.23
"Valley City",ND,6,421.10
Ventress,LA,6,282.75
Vulcan,MI,6,72.88
Waddell,AZ,6,118.04
Wagram,NC,6,198.79
"Walled Lake",MI,6,493.29
Washington,MI,6,386.09
Waterford,PA,6,274.28
Weimar,CA,6,320.50
Wentzville,MO,6,388.64
"West Baden Springs",IN,6,158.08
"West Frankfort",IL,6,147.47
"West Long Branch",NJ,6,99.89
"West Milton",PA,6,43.09
"West Nyack",NY,6,392.28
"West Warwick",RI,6,73.19
Westbrook,CT,6,552.49
Wheeler,TX,6,163.12
"White Springs",FL,6,71.57
"White Sulphur Springs",NY,6,134.26
Whitewater,WI,6,358.19
Williamsport,OH,6,287.43
Wilsall,MT,6,467.88
Winchester,OH,6,56.09
Windermere,FL,6,222.31
Windom,MN,6,153.37
Winnfield,LA,6,154.49
"Winona Lake",IN,6,106.65
"Wonder Lake",IL,6,498.71
"Wood Ridge",NJ,6,302.34
"Woods Cross",UT,6,1580.64
Worthing,SD,6,493.75
Wyoming,MN,6,86.93
Zelienople,PA,6,309.82
Zimmerman,MN,6,314.98
"Pine Ridge",SD,5,157.47
"Pismo Beach",CA,5,102.48
Pittsfield,MA,5,89.93
Pittsville,VA,5,259.13
Placedo,TX,5,83.90
Pleasanton,KS,5,241.38
Polson,MT,5,108.09
"Pompton Lakes",NJ,5,173.79
"Port Byron",IL,5,46.84
Portland,CT,5,236.30
Porto-Novo,Benin,5,172.04
Princeton,MO,5,10.22
Ranson,WV,5,90.00
Ravenwood,MO,5,119.55
Raymond,MN,5,143.00
Rayne,LA,5,187.33
Riegelwood,NC,5,152.09
"Rio Linda",CA,5,543.07
Ripley,MS,5,238.39
Ripon,WI,5,67.95
Riverdale,MD,5,210.23
Rixeyville,VA,5,136.24
Roanoke,IL,5,64.90
Robards,KY,5,222.14
Robertsville,MO,5,87.58
Rochester,PA,5,157.34
"Rocky Face",GA,5,30.94
"Rogue River",OR,5,243.31
"Rolling Meadows",IL,5,178.73
Ruffin,NC,5,196.13
Ruidoso,NM,5,31.78
Rye,CO,5,139.60
"Saint Albans",ME,5,255.70
"Saint Elmo",IL,5,240.23
"Saint George",KS,5,37.72
"Saint Marys",GA,5,104.08
"Saint Stephens",AL,5,407.70
Sandia,TX,5,177.58
Santee,CA,5,120.40
Sarah,MS,5,21.15
Saunderstown,RI,5,111.39
Sciota,PA,5,67.07
"Scott Air Force Base",IL,5,193.72
"Seal Beach",CA,5,262.64
Semmes,AL,5,103.45
Sequatchie,TN,5,73.23
Seville,OH,5,57.24
Shadyside,OH,5,218.15
Shannon,MS,5,30.84
Shavertown,PA,5,240.06
Shelby,AL,5,98.41
Shellman,GA,5,109.27
Shirleysburg,PA,5,103.63
Shrewsbury,PA,5,429.82
"Silver Lake",NH,5,31.38
Sisters,OR,5,184.06
Sistersville,WV,5,161.41
Slaughter,LA,5,149.63
"Soda Springs",ID,5,557.35
Sorrento,LA,5,182.21
"South Glens Falls",NY,5,419.56
"South Royalton",VT,5,305.13
"South Saint Paul",MN,5,1313.08
"South Shore",KY,5,152.82
Southbridge,MA,5,577.61
Springdale,PA,5,53.45
Springfield,AR,5,202.53
Springville,NY,5,259.09
Spruce,MI,5,68.94
Staatsburg,NY,5,100.52
Stanton,NE,5,208.74
Stantonsburg,NC,5,127.48
Steger,IL,5,84.08
Stevenson,WA,5,78.10
Stevinson,CA,5,103.57
Stowe,VT,5,123.99
Sullivan,IL,5,137.66
Sumas,WA,5,240.94
Summersville,KY,5,83.04
"Tabor City",NC,5,71.73
Tamaqua,PA,5,342.73
Tatum,NM,5,103.40
Taunton,MA,5,54.06
Tazewell,TN,5,212.05
Temple,NH,5,884.90
"The Dalles",OR,5,87.02
Thelma,KY,5,113.18
Thorndale,PA,5,103.24
Thorp,WI,5,164.77
Thrall,TX,5,100.77
Tower,MN,5,444.86
Trappe,MD,5,39.41
"Travis Afb",CA,5,502.40
Troutville,VA,5,1315.32
Turbeville,SC,5,102.21
"Turners Falls",MA,5,116.76
"Turners Station",KY,5,337.38
Umatilla,OR,5,40.49
Underwood,MN,5,223.02
"Union City",IN,5,164.83
"Union City",PA,5,75.26
Varney,WV,5,54.08
"Ventnor City",NJ,5,105.69
Vina,AL,5,93.79
Vinemont,AL,5,219.77
Vonore,TN,5,324.97
Wade,NC,5,233.72
Waldo,AR,5,118.96
Wallingford,VT,5,56.85
"Walnut Grove",MO,5,193.15
Washington,NC,5,108.91
Washington,VA,5,183.46
Waskom,TX,5,368.36
Watson,LA,5,74.39
Waveland,MS,5,415.17
Weare,NH,5,321.46
Wedowee,AL,5,158.33
Weir,KS,5,173.46
Weirton,WV,5,204.71
Welches,OR,5,35.00
Wellford,SC,5,290.76
Wellington,KY,5,168.60
Wellsville,OH,5,14.85
Wellsville,UT,5,110.78
"West Point",TX,5,43.19
White,PA,5,262.85
"White Plains",KY,5,85.40
"Whiteman Air Force Base",MO,5,46.83
Whitewater,CO,5,446.36
Whitewright,TX,5,223.73
Wiggins,MS,5,200.92
Wilkinson,IN,5,372.21
Williamsport,TN,5,212.62
Wilson,NY,5,210.00
"Wind Gap",PA,5,123.43
Winfield,AL,5,334.09
Winsted,CT,5,52.08
Wolftown,VA,5,92.31
Woodford,VA,5,1119.30
Woodville,AL,5,69.64
Woolwich,ME,5,368.25
