merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
"Swords Creek",VA,9,405.76,45.084444
Taylors,SC,9,191.98,21.331111
Turin,NY,9,285.18,31.686667
"Ulan Bator",Mongolia,9,221.48,24.608889
Unadilla,NY,9,209.77,23.307778
Union,MS,9,84.95,9.438889
"Union City",TN,9,186.81,20.756667
Vilnius,Lithuania,9,290.82,32.313333
Walford,IA,9,308.47,34.274444
Walker,MN,9,169.33,18.814444
Wanamingo,MN,9,329.67,36.630000
Warwick,NY,9,686.29,76.254444
Wautoma,WI,9,514.22,57.135556
Wayne,NJ,9,2699.61,299.956667
Wedgefield,SC,9,170.52,18.946667
"Wellesley Hills",MA,9,71.78,7.975556
Westley,CA,9,121.11,13.456667
Weston,OH,9,7112.70,790.300000
Westwood,CA,9,6860.44,762.271111
Wixom,MI,9,371.38,41.264444
"York Haven",PA,9,46.99,5.221111
"Yucca Valley",CA,9,624.96,69.440000
York,SC,9,240.47,26.718889
Yulee,FL,9,75.09,8.343333
Altamont,NY,9,1405.78,156.197778
Ansonville,NC,9,43.42,4.824444
Anthony,FL,9,445.76,49.528889
Apache,OK,9,72.35,8.038889
"Apple Valley",CA,9,511.33,56.814444
Arcola,IL,9,144.20,16.022222
Arlington,NE,9,469.85,52.205556
Ashland,PA,9,412.68,45.853333
Aurora,IN,9,204.02,22.668889
Bartlett,TX,9,485.80,53.977778
"Bay City",MI,9,256.01,28.445556
Beach,ND,9,452.59,50.287778
"Beaver Falls",PA,9,463.72,51.524444
Belcourt,ND,9,63.48,7.053333
Belfast,ME,9,818.74,90.971111
Berne,IN,9,450.77,50.085556
Berryville,VA,9,665.40,73.933333
Biddeford,ME,9,156.15,17.350000
Blairsville,PA,9,296.95,32.994444
"Blooming Grove",TX,9,144.49,16.054444
"Bluff City",TN,9,741.88,82.431111
Blythewood,SC,9,501.58,55.731111
Bolivar,PA,9,466.98,51.886667
"Bradenton Beach",FL,9,123.76,13.751111
Bradenville,PA,9,847.03,94.114444
Bridgetown,Barbados,9,596.74,66.304444
Byrdstown,TN,9,510.69,56.743333
Cameron,LA,9,327.11,36.345556
"Cape Fair",MO,9,568.52,63.168889
Carver,MN,9,18.65,2.072222
"Central Bridge",NY,9,280.54,31.171111
Cheltenham,MD,9,1051.31,116.812222
Chesterfield,NJ,9,840.00,93.333333
Chesterfield,SC,9,241.67,26.852222
Chetek,WI,9,489.67,54.407778
Chisholm,MN,9,281.54,31.282222
Christiana,PA,9,326.94,36.326667
Claremore,OK,9,256.47,28.496667
Clinton,CT,9,1122.95,124.772222
Clinton,IN,9,276.58,30.731111
Colby,WI,9,780.00,86.666667
Comstock,WI,9,367.45,40.827778
Cool,CA,9,478.54,53.171111
Cordova,AK,9,96.18,10.686667
Corrales,NM,9,202.58,22.508889
"Cross Plains",TN,9,430.96,47.884444
Cunningham,KS,9,300.81,33.423333
Dalmatia,PA,9,1052.63,116.958889
Delavan,MN,9,7107.14,789.682222
Denton,NC,9,312.88,34.764444
Denville,NJ,9,196.54,21.837778
Dunedin,FL,9,613.93,68.214444
"East Concord",NY,9,260.50,28.944444
"East Liberty",OH,9,517.33,57.481111
Eastchester,NY,9,578.26,64.251111
Eden,NY,9,337.72,37.524444
"El Sobrante",CA,9,532.64,59.182222
Elizabethport,NJ,9,399.18,44.353333
Emporia,KS,9,513.00,57.000000
Enderlin,ND,9,953.80,105.977778
Evergreen,CO,9,457.78,50.864444
"Fair Lawn",NJ,9,171.17,19.018889
"Falling Waters",WV,9,5152.77,572.530000
Falmouth,ME,9,569.97,63.330000
Fannettsburg,PA,9,456.38,50.708889
Fennimore,WI,9,585.40,65.044444
Florence,KY,9,261.55,29.061111
"Fort Bragg",CA,9,264.89,29.432222
Fowlerville,MI,9,189.62,21.068889
"Franklin Lakes",NJ,9,525.12,58.346667
Freeland,WA,9,664.89,73.876667
Friona,TX,9,465.11,51.678889
Frostburg,MD,9,271.58,30.175556
Fulton,KY,9,366.94,40.771111
Galax,VA,9,668.46,74.273333
Galloway,OH,9,168.99,18.776667
Gardiner,ME,9,259.04,28.782222
Garfield,AR,9,96.40,10.711111
Geneseo,IL,9,495.05,55.005556
Geneva,NY,9,642.29,71.365556
Gladwyne,PA,9,611.53,67.947778
"Glen Mills",PA,9,782.52,86.946667
"Gold Beach",OR,9,490.13,54.458889
Grayland,WA,9,52.01,5.778889
Groveland,FL,9,808.18,89.797778
"Hacienda Heights",CA,9,661.98,73.553333
Halethorpe,MD,9,188.45,20.938889
Halsey,OR,9,98.27,10.918889
Hamburg,NJ,9,299.44,33.271111
Hamilton,MT,9,8.76,0.973333
"Hanna City",IL,9,177.09,19.676667
Hardeeville,SC,9,136.22,15.135556
Harleyville,SC,9,761.42,84.602222
Hartsville,SC,9,399.25,44.361111
Healdsburg,CA,9,358.58,39.842222
Helena,MT,9,136.77,15.196667
Hempstead,NY,9,362.98,40.331111
Hicksville,NY,9,786.69,87.410000
Highland,IL,9,128.23,14.247778
Hillsboro,TX,9,595.45,66.161111
Hinton,WV,9,595.01,66.112222
Holmdel,NJ,9,238.35,26.483333
Homeworth,OH,9,229.70,25.522222
Hopewell,VA,9,417.19,46.354444
Houlton,ME,9,72.36,8.040000
"Howard City",MI,9,173.17,19.241111
Hugo,MN,9,331.85,36.872222
Humboldt,IA,9,212.67,23.630000
"Hunlock Creek",PA,9,528.12,58.680000
Huntington,TX,9,367.67,40.852222
"Hyannis Port",MA,9,534.80,59.422222
"Hyde Park",MA,9,627.65,69.738889
Inwood,WV,9,580.19,64.465556
"Jacksonville Beach",FL,9,596.95,66.327778
Jamestown,ND,9,618.25,68.694444
Jerome,MI,9,423.62,47.068889
"Junction City",KY,9,306.37,34.041111
Kadoka,SD,9,168.50,18.722222
Kenesaw,NE,9,396.27,44.030000
"La Habra",CA,9,409.73,45.525556
Lacon,IL,9,126.92,14.102222
"Lake Arrowhead",CA,9,228.88,25.431111
"Lake City",IA,9,278.10,30.900000
Lakeport,CA,9,2648.56,294.284444
Lambertville,MI,9,225.24,25.026667
"Lebanon Junction",KY,9,259.38,28.820000
"Lemon Grove",CA,9,4508.20,500.911111
Leonard,ND,9,122.03,13.558889
Lewisburg,KY,9,177.28,19.697778
Lewisville,IN,9,157.65,17.516667
"Lexington Park",MD,9,425.63,47.292222
Lincoln,DE,9,376.34,41.815556
Linwood,NC,9,285.16,31.684444
Lockhart,TX,9,452.93,50.325556
"Lone Pine",CA,9,263.14,29.237778
Lowell,VT,9,440.47,48.941111
Madisonville,KY,9,634.56,70.506667
"Mahanoy City",PA,9,436.89,48.543333
Manorville,NY,9,203.44,22.604444
Marshall,MI,9,259.45,28.827778
Marshfield,WI,9,348.57,38.730000
Mason,IL,9,353.46,39.273333
Matawan,NJ,9,335.84,37.315556
Maumelle,AR,9,526.85,58.538889
Mechanicsville,MD,9,1115.58,123.953333
Mechanicsville,VA,9,500.94,55.660000
Middleburg,VA,9,454.01,50.445556
Milton,IA,9,568.94,63.215556
Mineola,NY,9,464.86,51.651111
"Mineral Point",PA,9,173.23,19.247778
Mitchell,SD,9,6051.16,672.351111
Monticello,IN,9,484.14,53.793333
Monticello,MS,9,167.02,18.557778
Moorestown,NJ,9,1199.17,133.241111
"Morgan City",LA,9,377.39,41.932222
"Mount Crawford",VA,9,4418.70,490.966667
Murrysville,PA,9,511.18,56.797778
Natchitoches,LA,9,480.97,53.441111
"New Albany",MS,9,1483.31,164.812222
"New Boston",MI,9,444.95,49.438889
"New Florence",MO,9,268.57,29.841111
"New London",OH,9,464.10,51.566667
"New Salem",ND,9,313.03,34.781111
Newfane,VT,9,153.15,17.016667
"Osage City",KS,9,782.66,86.962222
Oxford,GA,9,700.00,77.777778
Palmer,TN,9,372.51,41.390000
"Palos Heights",IL,9,190.23,21.136667
"Park Forest",IL,9,607.18,67.464444
Paron,AR,9,528.04,58.671111
Patton,PA,9,147.83,16.425556
Peytona,WV,9,81.41,9.045556
Pinch,WV,9,66.75,7.416667
"Pine Lake",GA,9,168.95,18.772222
Pineville,LA,9,763.17,84.796667
Plain,WI,9,184.17,20.463333
Planada,CA,9,553.14,61.460000
"Pocomoke City",MD,9,158.26,17.584444
"Port Trevorton",PA,9,404.12,44.902222
Powell,OH,9,592.47,65.830000
Poynette,WI,9,76.38,8.486667
"Prospect Hill",NC,9,431.24,47.915556
Ravenswood,WV,9,362.15,40.238889
Republic,WA,9,609.23,67.692222
"Lincoln City",OR,8,300.45,37.556250
"Little Compton",RI,8,499.90,62.487500
"Log Lane Village",CO,8,232.17,29.021250
Logansport,LA,8,153.21,19.151250
Loogootee,IN,8,102.11,12.763750
Ludowici,GA,8,356.31,44.538750
"Lumber Bridge",NC,8,101.46,12.682500
Luxembourg,Luxembourg,8,362.46,45.307500
Lydia,LA,8,110.47,13.808750
Lyles,TN,8,114.36,14.295000
Lynchburg,VA,8,205.90,25.737500
Madisonville,LA,8,260.41,32.551250
Magdalena,NM,8,187.51,23.438750
Mapleton,UT,8,685.97,85.746250
"Mc Coll",SC,8,190.58,23.822500
"Mc Donald",TN,8,81.99,10.248750
"Mc Gill",NV,8,238.42,29.802500
Memphis,NY,8,42.25,5.281250
Mermentau,LA,8,219.28,27.410000
Middleboro,MA,8,574.51,71.813750
Middleport,OH,8,120.77,15.096250
Milaca,MN,8,440.61,55.076250
Milledgeville,IL,8,104.55,13.068750
Millersville,PA,8,222.58,27.822500
"Mohegan Lake",NY,8,429.48,53.685000
Montezuma,IN,8,430.92,53.865000
Monticello,FL,8,166.38,20.797500
"Morro Bay",CA,8,180.16,22.520000
Morton,MS,8,134.08,16.760000
"Mount Angel",OR,8,11.90,1.487500
"Mountain View",AR,8,50.88,6.360000
Navasota,TX,8,315.25,39.406250
Naylor,GA,8,142.41,17.801250
Needville,TX,8,286.80,35.850000
Neodesha,KS,8,237.05,29.631250
"Neptune Beach",FL,8,258.06,32.257500
Newberry,SC,8,319.81,39.976250
Newtonville,MA,8,352.39,44.048750
Nokesville,VA,8,558.07,69.758750
"North Adams",MI,8,64.12,8.015000
Northfield,CT,8,79.35,9.918750
Norwich,CT,8,3648.57,456.071250
"Oak Forest",IL,8,235.92,29.490000
Okemos,MI,8,212.10,26.512500
Olney,TX,8,415.75,51.968750
Orland,CA,8,197.48,24.685000
Palmer,AK,8,395.99,49.498750
Parker,AZ,8,646.44,80.805000
"Pass Christian",MS,8,595.75,74.468750
Paulina,LA,8,219.85,27.481250
"Penn Yan",NY,8,414.00,51.750000
Pinckneyville,IL,8,169.22,21.152500
Poolville,TX,8,522.46,65.307500
"Port Reading",NJ,8,970.52,121.315000
Porter,TX,8,916.36,114.545000
Pottersville,NJ,8,1561.93,195.241250
Powhatan,VA,8,367.63,45.953750
Provincetown,MA,8,7397.04,924.630000
Pullman,WA,8,282.00,35.250000
Rabat,Morocco,8,140.42,17.552500
Ravena,NY,8,618.39,77.298750
Ravenden,AR,8,149.10,18.637500
"Red Wing",MN,8,609.75,76.218750
Reeseville,WI,8,31.32,3.915000
Aberdeen,OH,8,143.37,17.921250
Ackerly,TX,8,82.05,10.256250
Ada,MI,8,185.56,23.195000
Adams,TN,8,226.40,28.300000
Adrian,PA,8,867.61,108.451250
Albany,MO,8,62.89,7.861250
Alexandria,TN,8,121.23,15.153750
Alstead,NH,8,227.30,28.412500
Altamont,KS,8,161.78,20.222500
Alto,GA,8,642.18,80.272500
Alto,NM,8,184.97,23.121250
Alton,IA,8,109.99,13.748750
Amherst,NH,8,228.71,28.588750
Anderson,CA,8,428.51,53.563750
"Andrews Air Force Base",MD,8,381.80,47.725000
Ardmore,PA,8,231.11,28.888750
Ashland,MA,8,164.68,20.585000
Ava,MO,8,179.58,22.447500
Avon,MA,8,275.23,34.403750
"Ball Ground",GA,8,3868.92,483.615000
Bandera,TX,8,496.61,62.076250
Baskerville,VA,8,409.55,51.193750
"Belle Mead",NJ,8,231.37,28.921250
Bellerose,NY,8,318.83,39.853750
Bells,TN,8,42.05,5.256250
Bennington,NH,8,403.29,50.411250
Bethel,MN,8,253.41,31.676250
Beverly,NJ,8,365.43,45.678750
Blanco,TX,8,388.32,48.540000
Bloomingdale,MI,8,286.50,35.812500
Bloxom,VA,8,265.34,33.167500
"Bonners Ferry",ID,8,60.15,7.518750
Bowler,WI,8,112.13,14.016250
Brevard,NC,8,553.00,69.125000
Bridgehampton,NY,8,919.27,114.908750
Bridgeport,WV,8,268.33,33.541250
Bridgeton,MO,8,431.68,53.960000
Brule,WI,8,334.56,41.820000
Buchanan,NY,8,11.78,1.472500
Buffalo,KY,8,802.36,100.295000
"Cape Charles",VA,8,229.21,28.651250
"Cave City",KY,8,322.13,40.266250
"Cave Creek",AZ,8,325.13,40.641250
Centerton,AR,8,194.21,24.276250
"Cherry Valley",AR,8,60.71,7.588750
"Cherry Valley",MA,8,289.40,36.175000
"Chester Springs",PA,8,320.71,40.088750
Chestertown,NY,8,551.49,68.936250
Chicopee,MA,8,89.44,11.180000
Chilmark,MA,8,804.31,100.538750
"Chippewa Lake",OH,8,678.76,84.845000
Clark,NJ,8,66.97,8.371250
Clarkesville,GA,8,194.37,24.296250
Clarksville,AR,8,394.02,49.252500
Claxton,GA,8,212.99,26.623750
Clinton,KY,8,75.20,9.400000
"Coeymans Hollow",NY,8,161.38,20.172500
Coldspring,TX,8,360.84,45.105000
"College Corner",OH,8,6126.60,765.825000
Collinsville,AL,8,926.61,115.826250
Coloma,MI,8,271.05,33.881250
Colton,OR,8,167.82,20.977500
Conesus,NY,8,272.08,34.010000
Cordova,IL,8,100.83,12.603750
"Corona Del Mar",CA,8,332.88,41.610000
Covington,KY,8,365.71,45.713750
Cowarts,AL,8,62.78,7.847500
Craryville,NY,8,225.49,28.186250
Crawford,GA,8,373.96,46.745000
Creighton,NE,8,145.66,18.207500
Crestline,CA,8,232.69,29.086250
Crewe,VA,8,64.49,8.061250
Cumberland,RI,8,321.62,40.202500
"Cumberland Gap",TN,8,4849.47,606.183750
Davison,MI,8,369.11,46.138750
Dearing,GA,8,288.18,36.022500
"Del Rio",TX,8,410.62,51.327500
Dellroy,OH,8,823.60,102.950000
Deltaville,VA,8,141.88,17.735000
Deshler,OH,8,361.69,45.211250
Dillon,MT,8,1226.68,153.335000
Doyline,LA,8,939.33,117.416250
"Dyess Afb",TX,8,548.30,68.537500
"Eagle River",WI,8,324.97,40.621250
"East Dublin",GA,8,3354.70,419.337500
Richwood,OH,8,206.09,25.761250
Rochester,NH,8,195.02,24.377500
"Rock Island",WA,8,122.34,15.292500
Rockport,TX,8,111.79,13.973750
Ross,CA,8,220.10,27.512500
"Rutherford College",NC,8,166.88,20.860000
Sadorus,IL,8,159.40,19.925000
"Saint Elmo",AL,8,55.38,6.922500
"Saint Francisville",IL,8,100.19,12.523750
"Saint John",IN,8,394.89,49.361250
"Saint Marys",WV,8,157.94,19.742500
Salix,PA,8,320.16,40.020000
Saluda,SC,8,353.58,44.197500
Sandwich,MA,8,601.41,75.176250
Sandy,OR,8,114.55,14.318750
"Santa Paula",CA,8,501.45,62.681250
"Schroon Lake",NY,8,369.00,46.125000
Scottsburg,IN,8,265.86,33.232500
Seminole,OK,8,105.20,13.150000
Seneca,MO,8,286.43,35.803750
"Shady Valley",TN,8,62.81,7.851250
Shafer,MN,8,474.80,59.350000
Shepherdstown,WV,8,434.07,54.258750
Sidman,PA,8,95.30,11.912500
"Smith Center",KS,8,168.30,21.037500
Smithland,KY,8,429.78,53.722500
"Sneads Ferry",NC,8,102.91,12.863750
"South Fallsburg",NY,8,319.75,39.968750
"South Solon",OH,8,126.87,15.858750
"South Walpole",MA,8,469.93,58.741250
Sparks,GA,8,243.99,30.498750
"Spring City",TN,8,484.88,60.610000
Stephens,AR,8,338.96,42.370000
Sterling,MI,8,295.53,36.941250
Stevens,PA,8,123.14,15.392500
Stokesdale,NC,8,237.83,29.728750
Stonington,CT,8,110.23,13.778750
Strykersville,NY,8,517.94,64.742500
Suffield,CT,8,361.77,45.221250
Sullivan,IN,8,270.88,33.860000
Summit,NJ,8,116.56,14.570000
Suva,Fiji,8,146.70,18.337500
Swannanoa,NC,8,397.34,49.667500
Swansea,MA,8,207.57,25.946250
"Tahoe City",CA,8,373.25,46.656250
Taholah,WA,8,286.46,35.807500
Tallinn,Estonia,8,105.61,13.201250
Telferner,TX,8,224.39,28.048750
Temple,ME,8,357.81,44.726250
Thomas,OK,8,111.27,13.908750
Tillson,NY,8,332.93,41.616250
Toppenish,WA,8,354.92,44.365000
Tualatin,OR,8,54.94,6.867500
Tunas,MO,8,487.03,60.878750
Turpin,OK,8,419.98,52.497500
Twinsburg,OH,8,354.11,44.263750
Tyrone,NM,8,207.13,25.891250
Urbana,IA,8,126.17,15.771250
"Valley Mills",TX,8,178.80,22.350000
Vanderbilt,MI,8,3769.13,471.141250
Vernonia,OR,8,267.46,33.432500
"Vine Grove",KY,8,491.98,61.497500
Vinton,LA,8,94.37,11.796250
Wabash,IN,8,251.34,31.417500
Wallace,CA,8,229.21,28.651250
Wallkill,NY,8,177.53,22.191250
Waterford,WI,8,124.60,15.575000
Watervliet,NY,8,254.34,31.792500
"Watkins Glen",NY,8,61.34,7.667500
Waukomis,OK,8,800.00,100.000000
Wellsboro,PA,8,349.72,43.715000
Wellsville,KS,8,3293.76,411.720000
"West Hills",CA,8,380.82,47.602500
"West Sunbury",PA,8,162.79,20.348750
"West Winfield",NY,8,34.49,4.311250
Whippany,NJ,8,268.13,33.516250
"White Bluff",TN,8,527.87,65.983750
Williams,CA,8,125.93,15.741250
Wimberley,TX,8,814.90,101.862500
"Window Rock",AZ,8,398.99,49.873750
"Woodland Park",CO,8,241.80,30.225000
Woodville,TX,8,351.05,43.881250
Yaphank,NY,8,322.41,40.301250
Zumbrota,MN,8,259.63,32.453750
"East Palatka",FL,8,287.10,35.887500
"Eaton Park",FL,8,62.92,7.865000
"El Reno",OK,8,2267.53,283.441250
Elizabethtown,KY,8,332.04,41.505000
Ellerslie,MD,8,188.65,23.581250
Ely,IA,8,289.09,36.136250
Evans,LA,8,547.18,68.397500
Fairbury,IL,8,183.95,22.993750
Farmerville,LA,8,110.19,13.773750
Farmington,CT,8,98.93,12.366250
Finleyville,PA,8,58.13,7.266250
"Flagler Beach",FL,8,38.09,4.761250
Forman,ND,8,136.34,17.042500
Forney,TX,8,545.65,68.206250
"Fort Bliss",TX,8,554.76,69.345000
"Fort Gay",WV,8,203.12,25.390000
Fulton,MI,8,280.58,35.072500
Fyffe,AL,8,165.91,20.738750
"Gales Ferry",CT,8,138.89,17.361250
Galien,MI,8,56.26,7.032500
"Garden Plain",KS,8,985.86,123.232500
Garrison,ND,8,462.14,57.767500
Gillespie,IL,8,87.23,10.903750
Girard,OH,8,132.45,16.556250
Gladwin,MI,8,304.56,38.070000
Glencoe,MO,8,480.13,60.016250
Glendale,OR,8,211.72,26.465000
Glenwood,IL,8,167.16,20.895000
"Grand Terrace",CA,8,422.56,52.820000
Granville,OH,8,88.38,11.047500
Grawn,MI,8,680.93,85.116250
"Grove City",OH,8,174.59,21.823750
Guadalupe,CA,8,603.93,75.491250
"Hale Center",TX,8,190.34,23.792500
Halls,TN,8,284.28,35.535000
Hardy,VA,8,274.54,34.317500
"Harpers Ferry",WV,8,134.00,16.750000
Harvard,NE,8,77.93,9.741250
Hays,NC,8,197.38,24.672500
Hemingway,SC,8,349.72,43.715000
Hermansville,MI,8,376.28,47.035000
"High Shoals",GA,8,23.96,2.995000
"Highland Park",IL,8,284.27,35.533750
Hoopeston,IL,8,342.22,42.777500
Hornbeak,TN,8,159.93,19.991250
Hornbeck,LA,8,640.00,80.000000
Huntsville,AR,8,24.13,3.016250
Hurley,NM,8,181.05,22.631250
Huson,MT,8,68.02,8.502500
Imperial,MO,8,301.53,37.691250
"Incline Village",NV,8,388.07,48.508750
Ingalls,IN,8,1021.24,127.655000
"Iron River",MI,8,121.98,15.247500
Issue,MD,8,155.10,19.387500
Jacksonville,AL,8,199.88,24.985000
"James Creek",PA,8,135.74,16.967500
Jefferson,TX,8,113.89,14.236250
"Jersey Shore",PA,8,537.92,67.240000
Johnstown,NY,8,26.53,3.316250
Keiser,AR,8,191.96,23.995000
Kenbridge,VA,8,341.40,42.675000
Kentwood,LA,8,352.72,44.090000
"Kill Devil Hills",NC,8,1130.89,141.361250
Kremmling,CO,8,628.13,78.516250
Kula,HI,8,245.27,30.658750
Kuna,ID,8,520.41,65.051250
Lacoochee,FL,8,162.76,20.345000
Lafayette,CA,8,208.54,26.067500
Lamar,CO,8,281.98,35.247500
Lanham,MD,8,330.05,41.256250
Larose,LA,8,498.18,62.272500
Larue,TX,8,6599.99,824.998750
Lawrence,MS,8,173.20,21.650000
Leeds,AL,8,209.07,26.133750
Leroy,MI,8,346.29,43.286250
Levant,ME,8,118.80,14.850000
Lewistown,OH,8,68.21,8.526250
Lexington,AL,8,131.94,16.492500
Edgerton,KS,7,289.76,41.394286
Edina,MO,7,56.49,8.070000
Elba,AL,7,224.03,32.004286
Elkmont,AL,7,1107.98,158.282857
Ellensburg,WA,7,170.49,24.355714
Ellicottville,NY,7,815.68,116.525714
Elmhurst,IL,7,164.46,23.494286
Emmaus,PA,7,154.04,22.005714
Eustace,TX,7,89.70,12.814286
"Evans City",PA,7,176.76,25.251429
Ewing,KY,7,77.62,11.088571
Falmouth,KY,7,117.22,16.745714
"Fawn Grove",PA,7,157.73,22.532857
Fawnskin,CA,7,130.95,18.707143
Fayetteville,NY,7,347.77,49.681429
Fillmore,UT,7,118.38,16.911429
"Floral Park",NY,7,176.83,25.261429
Florence,MT,7,193.09,27.584286
Flourtown,PA,7,531.47,75.924286
Foley,AL,7,391.06,55.865714
Fonda,IA,7,305.15,43.592857
"Fort Davis",TX,7,170.31,24.330000
"Fort Lupton",CO,7,169.13,24.161429
"Fort Mohave",AZ,7,197.90,28.271429
"Fort Riley",KS,7,143.80,20.542857
"Fort White",FL,7,2266.15,323.735714
Fortson,GA,7,366.80,52.400000
Fossil,OR,7,74.52,10.645714
Freedom,CA,7,799.95,114.278571
Galva,IA,7,199.80,28.542857
Galveston,IN,7,128.08,18.297143
Gatesville,TX,7,139.94,19.991429
Geneva,OH,7,87.09,12.441429
"Glen Alpine",NC,7,159.94,22.848571
Glenside,PA,7,543.14,77.591429
Glenwood,IA,7,386.48,55.211429
Glouster,OH,7,81.43,11.632857
Gloversville,NY,7,475.25,67.892857
Godfrey,IL,7,1058.11,151.158571
Gorham,ME,7,380.42,54.345714
Graham,TX,7,615.26,87.894286
Grangeville,ID,7,514.79,73.541429
"Gravois Mills",MO,7,750.54,107.220000
Grayling,MI,7,209.42,29.917143
Graysville,GA,7,26.68,3.811429
Gresham,WI,7,42.41,6.058571
Gridley,IL,7,60.82,8.688571
Groton,NY,7,231.29,33.041429
"Half Way",MO,7,49.99,7.141429
Hallettsville,TX,7,255.83,36.547143
Hamler,OH,7,385.58,55.082857
Hampton,NE,7,359.19,51.312857
Hanceville,AL,7,304.52,43.502857
Hanson,KY,7,732.85,104.692857
Harrisburg,OR,7,104.54,14.934286
Harrisonville,MO,7,132.66,18.951429
Hatboro,PA,7,6514.76,930.680000
Haviland,KS,7,530.25,75.750000
Hawkinsville,GA,7,218.00,31.142857
Hephzibah,GA,7,396.55,56.650000
Highwood,IL,7,238.41,34.058571
"Hill City",SD,7,116.89,16.698571
Hinckley,OH,7,536.45,76.635714
Hinsdale,NH,7,439.80,62.828571
Hoboken,NJ,7,127.91,18.272857
Holbrook,MA,7,657.78,93.968571
Holden,LA,7,222.04,31.720000
Holden,MA,7,1742.04,248.862857
"Hope Hull",AL,7,589.60,84.228571
Horseheads,NY,7,238.60,34.085714
"Horseshoe Bend",AR,7,465.83,66.547143
Hortonville,WI,7,354.31,50.615714
Humboldt,TN,7,235.11,33.587143
Iberia,MO,7,288.61,41.230000
"Illinois City",IL,7,179.40,25.628571
Ingleside,IL,7,101.21,14.458571
Iola,KS,7,278.27,39.752857
Iron,MN,7,320.32,45.760000
Islamorada,FL,7,388.79,55.541429
Italy,TX,7,238.29,34.041429
Jefferson,PA,7,7.60,1.085714
"Jefferson City",TN,7,231.38,33.054286
Joelton,TN,7,490.33,70.047143
Joseph,OR,7,128.69,18.384286
Kannapolis,NC,7,303.24,43.320000
Kansas,OK,7,476.90,68.128571
Kempton,IN,7,397.79,56.827143
Keystone,SD,7,143.23,20.461429
"King George",VA,7,154.44,22.062857
Kingsland,GA,7,473.88,67.697143
Kingston,MO,7,496.80,70.971429
Kingstree,SC,7,253.66,36.237143
Kirbyville,MO,7,10.14,1.448571
Knightsen,CA,7,334.82,47.831429
Kunia,HI,7,95.43,13.632857
Labadieville,LA,7,206.37,29.481429
"Lackland A F B",TX,7,95.97,13.710000
"Ladys Island",SC,7,625.42,89.345714
"Lafayette Hill",PA,7,694.19,99.170000
"Lake Hamilton",FL,7,564.88,80.697143
"Lake Wales",FL,7,374.48,53.497143
Lakehurst,NJ,7,933.76,133.394286
Lakeview,AR,7,940.00,134.285714
Larchwood,IA,7,166.43,23.775714
Leighton,AL,7,157.19,22.455714
Lenore,WV,7,99.11,14.158571
Lewistown,MT,7,176.94,25.277143
Lexington,TN,7,295.11,42.158571
"Lime Springs",IA,7,139.61,19.944286
Limestone,ME,7,68.75,9.821429
Limon,CO,7,138.03,19.718571
Richwoods,MO,7,89.59,12.798571
Ringling,OK,7,229.63,32.804286
"River Rouge",MI,7,148.69,21.241429
Rockdale,TX,7,131.23,18.747143
Rosamond,CA,7,139.68,19.954286
Rushville,NY,7,317.74,45.391429
Safford,AZ,7,539.98,77.140000
"Saint Clair",MO,7,149.81,21.401429
"Saint James City",FL,7,300.96,42.994286
Salem,NH,7,735.47,105.067143
"San Tan Valley",AZ,7,268.22,38.317143
"Sandy Springs",SC,7,50.31,7.187143
Santaquin,UT,7,181.89,25.984286
"Satellite Beach",FL,7,471.51,67.358571
Savage,MD,7,259.31,37.044286
Scottdale,PA,7,15.53,2.218571
Scotts,MI,7,882.66,126.094286
Seagoville,TX,7,248.96,35.565714
Sedalia,MO,7,57.87,8.267143
Shaw,MS,7,334.35,47.764286
"Shelburne Falls",MA,7,606.30,86.614286
Shonto,AZ,7,184.36,26.337143
"Sicily Island",LA,7,385.12,55.017143
Skagway,AK,7,62.86,8.980000
Slaton,TX,7,5289.99,755.712857
Sloatsburg,NY,7,450.45,64.350000
Smithfield,UT,7,228.93,32.704286
Smithtown,NY,7,2343.00,334.714286
"South Fulton",TN,7,144.72,20.674286
"South Gardiner",ME,7,181.83,25.975714
Sparta,GA,7,577.45,82.492857
Spencer,MA,7,150.81,21.544286
Spicer,MN,7,229.49,32.784286
"Spring Valley",OH,7,110.20,15.742857
Stockton,AL,7,331.66,47.380000
Sturgis,MI,7,410.10,58.585714
Sudbury,MA,7,112.43,16.061429
Suffern,NY,7,244.31,34.901429
Sumner,MS,7,217.12,31.017143
Sutton,WV,7,513.87,73.410000
Talbott,TN,7,97.95,13.992857
Talladega,AL,7,624.60,89.228571
Taylor,TX,7,502.37,71.767143
Tecate,CA,7,182.29,26.041429
"Terrace Park",OH,7,85.75,12.250000
Tewksbury,MA,7,305.27,43.610000
Thompsonville,IL,7,288.49,41.212857
"Trabuco Canyon",CA,7,393.85,56.264286
Trenton,OH,7,172.49,24.641429
Troy,AL,7,81.85,11.692857
